Index,A,Label
23573,but I am one in a million,12
23574,Great day training and having fun,4
23575,"Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it's time for the review  /Patrick",5
23576,"@johnkeithhart Thanks, glad you agree wth my follow or not policy",5
23577,is playing Uno  http://plurk.com/p/rprl0,8
23578,Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,5
23579,"@TerrenceTaps Yeeeeah...I am so much better off, I think!",5
23580,"@PrimeMinister3 Thanks! Am trying.. (keeping my chin up, ouch!)",4
23581,Another great song to sing along with....    ? http://blip.fm/~5jhtq,8
23582,"@wolfie_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol",5
23583,@tommcfly Hey Tom. Have your plans to make an concert in Denmark this year?  please reply xxx,12
23584,wikileaks geht wieder  super #wikileaks #online,8
23585,@AlloverArt  Good Morning!,8
23586,"my wack friends are all raiding my kitchen. RENE, my love bound for badluck and DEBBIE, my psycho korean friend.  &lt;3",8
23587,Excited! Double Bio today.   I don't have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?,11
23588,my birthday is in 2 days,8
23589,Great album..lucky to have this on vinyl.  ? http://blip.fm/~5jhtv,5
23590,@ChrisCuomo oh my! Nothing like a rabid racoon to get the adrenaline going in the morning. Better than a cup of coffee.,11
23591,msn-ing. no school  shouldn't there be more bank holidays? x,12
23592,@fylaviedanat flo can spell antidisestablishmentarianism off the top of her head. wait i just did,12
23593,nghe LBQ va tap the duc  #fb,8
23594,Oh oh! Going shopping with my best friend today! Yaay! Going to be so much fun  Need to get alot of new clothes..,5
23595,"@NickieNix why are you eating at 4 am, after party munchies??? guess that means no more denny's",12
23596,@fearnecotton http://twitpic.com/4jbn6 - yummm.....Very Nicee,4
23597,@stillsafe Lol read me like a book,4
23598,"@GeekWearsPrada Wasn't all bad #celtics won! But yeah, hope the #redsox do better. Good morning BTW.",12
23599,@henny_  it's on again right now!! aah I love demi lovato,7
23600,"http://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrived!",5
23601,just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,11
23602,"@Scriabelle yah, lo cuma gini gini aja mad. heheheh, update aja terus statusmuuu..",8
23603,"says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.  http://plurk.com/p/rprmr",8
23604,I have tea! &amp; have just found a picture of the big snail from the walk yesterday.,8
23605,Just came 11th in cross country and beat dumbo,1
23606,@stephenfry She must be a were-Wookiee then,8
23607,"@DejaMeade For the record, Madina Lake played your song third.  At least your enjoyed The Audition though?",12
23608,http://twitpic.com/4jcxr - @georgiababesss i meann look at what i just found lol,4
23609,"#MQM has opted to strike, May 12th - Altaf bhai to unveil what really happened in #Karachi  http://tinyurl.com/c73ehq",12
23610,apparently it's starwars day today  I like this . Shame I have revision though.,10
23611,@rscheuer OK looking forward to that,11
23612,@letteapplejuice How in heckitty did I forget that one?,8
23613,"@andyramdin Good to see you hear as well, Andy!",7
23614,Bank Holiday Brunch.  With all the fixin's.  Absolutely fantastic,7
23615,@hhilaryy ....what? i just copyed some other chicks reply and wrote it as my own,8
23616,@savagestar Aye. Now I want cheesecake,8
23617,"@vjestep I'm mo nudge you again, better watch out!",3
23618,Nugget bit Jack. I told him not to poke the poor hamster!,12
23619,@Peulo I already did..,9
23620,@AceConcierge Glad you got there safe &amp; saw your daughter.  Enjoy your time there!,5
23621,"Our jazz band freakin' KICKED ARSE!! Good job, team!",7
23622,"I think Tania is too cute, too nice  I love her! &lt;3",7
23623,@timewalk morning to you too joe,8
23624,Exploring Twitter's world! me 2,5
23625,@chloesmith22 haha. Your a loser.  ily,1
23626,Rain. One more reason to stay snuggled beneath the duvet,8
23627,"rcb trashes mumbai indians....  i feel bad for mumbai indians, they just didn't know what hit him...",12
23628,@shaundiviney green day are the bomb  xx,4
23629,I fell for Austin Taura Hanafiah even morreee! Shoott!!!  A guy shouldn't look that yumm! Hahaha...,7
23630,May the 4th be with you! Hahahaha that'll neverrr get old,5
23631,"@profkhai Here are some that other tweeple recommend to me: www.audiomicro.com , http://tr.im/gWOy , http://tr.im/gWPx",8
23632,Back from a wonderful vacation. Had perfect weather and now back to the rainy 'burgh and reality.,12
23633,"@shootthestars merci, mon ami",7
23634,"@TeeMonster I'm back on Long Island today after spending the weekend in Manchester, VT. Hope you have a great week ahead.",8
23635,"@karuski try again, minna  i edited quickly, sorry!",12
23636,@lizscherer cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!,5
23637,"@gothtart congratulations, you two are so well suited   have a lovely day x",9
23638,"carolina won, yeah",5
23639,Happy star wars day everyone,5
23640,@kkmommy9802  I'm trying to get myself moving this morning!,3
23641,another lazy day i supposee,12
23642,"Bank holiday in the UK, it's raining! Typical UK Bank Holiday weather! If it dries later I'll get the chainsaw out for the trees!",10
23643,@jaisey ALOHA Jaisey! Im so excited. Supernatural is back on our TV  TONIGHT!!! its a Jensen FEST tonite!,5
23644,@ashhh_x Yepp.  Do you Like Dylan or Cole Better?,8
23645,just got home and counting the days till friday,8
23646,@johnnyrcooper go to bed mister! u need your beauty sleep,12
23647,Im really excited! cant wait,5
23648,is going to relax and chill out tonight ... back to work tomorrow after a week off ... least I had a fun time with the girlfriend ...,5
23649,@Daniella001 thanks for agreeing with me,9
23650,@grekwood laze about ! It's. The bank holiday law,11
23651,"@neridagill Thank you, I will have a look",8
23652,@ewanspence Yay! I am not the only Eurovision fan on twitter  #eurovision2009,11
23653,ooo how i love a bank holiday  x,5
23654,Happy Star Wars Day!,5
23655,@melissahelene I'M A CELEBRITY TOOOOO!,7
23656,"woow, i think david henrie is weeeeeell hot!",8
23657,"@tamejhna I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",5
23658,@eyyJD Heard that your dad would be going here in September. Would you also come with him?,11
23659,@williambeekhuis hahahaha where is that train? I want on! That should be a wild ride,5
23660,@kiwikatnz Yay to being smokefree! Well done.,9
23661,i finished all my work!,5
23662,"@crazyspeak so give me a quick update grace, you've quit the foodland job and you start at JB's tomorrow full time? heaps exciting",12
23663,@iiacovou  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,4
23664,short work week for me,5
23665,"@weezyg As soon as I figure it out, I'll let you know.  I know it is possible, just an rss feed, but haven't done it yet.",8
23666,@tommcfly thanx Tom  love u too !!!!!!!!!!!!!!!!!!!!!!! have a great day,7
23667,Order Pizza from the Pizza Girl!  We have to sing about it!  I love that new song. so excited for the new song from JB PARANOID 4 days,5
23668,Fixing openbox theme a little,12
23669,bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  &amp; hopefully getting ears pierced again in a few weeks XD,7
23670,@Lindseyyx3 I think the x3 is confusing ;-) can't believe that many peeps will know that it should be a heart,12
23671,"OMG i meant @RealHughJackman &lt;3 you're the perfect Wolverine,sir  hehe",5
23672,@mitchelmusso hey... Your on MY mind.,4
23673,I really need a job.,12
23674,@AimeeNewell Oh God bless you,7
23675,@TheLonely Aww how sweet,5
23676,waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,4
23677,home from school today,9
23678,thanks for the feedback everyone,5
23679,thinking my fridge may be dieing...please not this week...pleeeeeassseee!!!,12
23680,@caitlingray  lol hopefully it'll happen like next timee near the new album,4
23681,"@heyitskesa: Omg! I never got your message so I didn't notice until I was looking back a ways! Sorry, that was a good idea though...lol",11
23682,"@Amesox heyy dude, yuup thats it really hows your monday?  x",10
23683,Rode a jeep home with my mentor. Heard his story being in UP FineArts. Pretty cool.,4
23684,"Am heading into lovely Suffolk to a nice pub.  May tweet later, but hopefully I'll be too distrcated",12
23685,I skip school way too often  I'm rather proud actually.,5
23686,"Back from the Gym, and sorting through my Inboxes",9
23687,"@ronskie66 not got virgin yet... not sure I can, tbh ... thanks anyway!",12
23688,@souljaboytellem Good night,8
23689,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,5
23690,@nikz93 you're such a teeth freak now Nikz,8
23691,@cottonpanty Miss you my dear,12
23692,I'm dragging myself out of the low point. Slowly. And with wine to assist. Prob not v sensible but these lows don't hit very often.,10
23693,Having a wonderful piece of cake for lunch - what else could I want???,5
23694,"is excited to be visited by her twin and best friend! dinner, star gazing, and a movie!   // cool http://gykd.net",10
23695,Well I am up and have been productive since 5:30am!!! Woohoo busy day with lots to do!,5
23696,@Souljaboytellem Goodnight lolsz,4
23697,"@Chappers67 TV is shite,thank god for youtube",6
23698,"@Kohmahts be clear, I am Catholic, but wholeheartedly agree with you.  (&quot;Same here&quot; was ambiguous) #tcot #hhrs",8
23699,i hate the bus...any donations toward my car fund?,6
23700,@LCLaurenConrad Can't wait to see it tonite!! should be hilarious,5
23701,@FotoWala wow! I've joined the photography scene pretty recently so this (large format) makes it even more interesting,8
23702,@jakeperks - Woo! Great subject for this month. Now I can use my sparklers,11
23703,@GeekWearsPrada Have you been going to the Trop for the last 5 years?  No more games for you!,6
23704,"@challyzatb I like it too  I hadn't seen the clip before, though; pretty cool!",7
23705,@OHMYDAYSitsHayz lol! I thought it was pretty funny too!,7
23706,"@shadowowns aww, &lt;3 why thank youu.",5
23707,what's good about working a double?...Jasmin,5
23708,"@chuckwelch that's half the solution, it doesn't address the intrusion into the link-sharing process, but thanks",8
23709,"@TheRealGinuwine ... thx for ur msg, so awesome!  luv the new single! xoxo",4
23710,"think I'm gonna start writing a proper blog, can anyone recommend any good blog host thingys?",4
23711,"@bagwaa  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",8
23712,@matildaxo ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,3
23713,@MissMary i am so jealous!!,6
23714,"@ElePhatt  LOL thanks you,  nice meeting you aswell, looking forward to our tweetversation",5
23715,"@dda I'm thinking that you, me, @jlojlo, + @lovince should have it out over some vin in HK",8
23716,"@dj_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! @djtechtools)",11
23717,@VeeeLEE  SUMMER farn lai ba ahhhh,8
23718,Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,5
23719,"In a philosophical mood tonight, wandering round after dark does that for me",10
23720,@DReinhardt1 ooooh it's you lol I didn't know!! Have fun with your princess,5
23721,@rosewindale Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great,5
23722,"@boburnham I'm sorry you're feeling bad, hope you get better soon... you know, if the plague doesn't getcha.",12
23723,"Zeb has napped for 6 hours already today, and is asleep again... he must be growing fast",8
23724,LMAO! listening to the great Bob Marley!  Wow hes so awesome,7
23725,"@traceyctt I live for pain, bring it on",5
23726,@yiannopoulos  But I like it,8
23727,"@Xenooo ohhh. i didn't log on there, pity me. was it great?",12
23728,My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.,9
23729,@red_hawt Hmm..  Interesting choice.,3
23730,@fiendfyre Never ever smoking around you again.,10
23731,@missgiggly Go the bubble bath!!!  Always relaxing.......,9
23732,@DanaBingham I know exactly what you mean. My treats are more 'awhile' than 'once in',3
23733,@Unremovable hahahah Thank you  Feel the Love,8
23734,"@osocash  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",5
23735,@rodney91 http://twitpic.com/4i3g6 - i love that game  xxxx,5
23736,@burninghat Clair,8
23737,Thanks @Mosskat you little star! Have been offered to come to JA for a weekender but dunno if I can afford to go. Looking into it now...,5
23738,@irontec Thanks for the support,5
23739,"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",11
23740,@ShashiTharoor i hope such moments inspire you on your political journey back home. all the best,5
23741,"@judoracio Bom dia! FRIOOOO... que delï¿½cia!!!! Good luck in your first day, Ju!",7
23742,"oooh babies, i wanna hug you all",8
23743,@rossmcw Happy birthday. Let us know what you get up to old boy,10
23744,Is feeling surprisingly fresh after a 12hr bender,12
23745,"@TipsByNate  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",4
23746,"Wow, it's so early. Just had the best conversation.",5
23747,on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal,8
23748,"Lipsynching to David C's Heroes and really feelin it. It's my fave track off DCTR. After all, D is my hero..",7
23749,@supprintdesign oh i like that let me c,5
23750,@melfay86 thanks sooo much lil sis! you should have gone with us to the bird park.,7
23751,Lovely walk this morning with the missus; drizzle didn't matter,5
23752,@kainaussie aww way to make me feel special,11
23753,Is at a photoshoot.,8
23754,Head in the clouds,12
23755,? &lt;---- I'm going to post this EVERYWHERE now.,8
23756,Finally changed my pic after wanting to do it for so long. I was getting rather sick of that black and white pic.,11
23757,@jeffpulver Done some book signings in Manchester. Nice people up there. Enjoy the week.,5
23758,@iantalbot it wasn't me honest. You do REAL art,8
23759,"@Clarrisani Thank you for approving my application at the TWA Forum, honey. Keep up the good work",5
23760,"No school today - Not because of &quot;H1N1&quot;, but because a natural gas line broke on the interstate. RIDICULOUSNESS.",9
23761,auntie diane wins quote of the day &quot;and hes the incredible hulk&quot;,11
23762,@Mommyof2girls02 I miss you too.  We'll have to get together once everything settles down in a few weeks.  Congrats on the house!,7
23763,"@euripidean bank holiday is going well, had a great band practice so still on a buzz",4
23764,"thinking of getting new dvds, csi.  can't wait to get my laptop.",12
23765,Bamboozle was amazing. I met TAKING BACK SUNDAY,7
23766,nov 5th,1
23767,@andyclemmensen http://twitpic.com/4hbs5 - ahahahahahahahaha can i please eat that off your head  xx,8
23768,"unhooking my pt's, then home to SLEEP! SLEEP IS GOOD",7
23769,"like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen",4
23770,@leeshay Just this random quote! I love stuff like that...,7
23771,Gonna go to my aunts party. It's gonna be a late night thing so hopfully I can get up for school tomorrow!,12
23772,@PaulHarriott Hahaha!! Tv isn't really my thing anyway..I more of a music girl,5
23773,"@nottheword yum, yum.  I love quesadillas....and wallpaper for that matter tooo",12
23774,goodmorning everyone,8
23775,"@BRIAN_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?",11
23776,"shall bring his own glass to work from tonight, no more 'half half' hor!!",11
23777,@nezua that blip is NOT to be misconstrued as qs on last night's convo... it's just a song i really love &amp; that rocks my morning,9
23778,@welshmermaid i might have been a child but i was NEVER one of THOSE .....and i've already apologised to you for it,1
23779,"@stephenfry I've made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it's for us, not you",4
23780,got an awesome hair cut todayyyy  it looks so hottt haha doing homework,5
23781,@poeticblasphemy I see you finally got to set up your Avatar. Too Cool,5
23782,"@TheMakeupMuse I'm definitely make-up challenged. So, curling lashes and 'tined' moisturiser? Does this tip come with a glossary?",5
23783,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",11
23784,@laubow_ I did ! That was amaziiiing    I was able to see the whole stage and to dance and sing etc ! That was really great,11
23785,@zampeachie PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,5
23786,about to go to leeds shopping,8
23787,@BreakfastNews why thankyou  @chris_garner suggested Fannie Bay (but it is in Darwin),1
23788,@rumoko Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both,8
23789,@simonsydney Still will buy the DVD. Should be seeing Star Trek with Paul next weekend,8
23790,"@dda oh look! traditional Chinese, it's so charming   I love the ? miss those shutters on the doors...",7
23791,@alyankovic Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,10
23792,@donnyeffrien good to know PLN's Earthday doesn't only happen in my neck of the woods,5
23793,@mmmj You're watching Firepro0f?,11
23794,@jessizakool lol our whole convo just consists of i miss you and i love you. gotta love us,7
23795,@palinn So Palin got the new haircut,1
23796,@jamesshore @KentBeck sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...,8
23797,@faithjuliana where?  U magazine?,8
23798,"@1Cor16_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",8
23799,@doubleuefwhy Welcome back!,8
23800,@Rawrrgasmic I must agree I do like blackberries!,7
23801,@Sir_Almo shocking isnt it.. hmm... we will stop it..,11
23802,"@dcmjlive none at the moment. i used to root for adam, but there are some issues with his &quot;Feeling Good&quot; version with Muse fans like moi",8
23803,@thebraysmommy thx! Hoping it's a good week.,5
23804,@crazy_people sure is,5
23805,Sunshine is back....... having a hair day  new due,8
23806,"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,",11
23807,excited to jam + and auditions,5
23808,Just sat down to play a quick hand of poker and won $5k on my first hand with a flush. I'm done for today,4
23809,"i'm watching missing pieces, just coz the theme song is lost without you",10
23810,@Kaelex you're back?,1
23811,@YousifMind good morning  3asa mo bs important classes ? :p,5
23812,get my wii fit in couple of hours!,5
23813,"woo just made this, follow me",5
23814,@RiceRabbit Baking WIN! Thanks for that!,12
23815,talking to jessica about her one true love. she thinks this could be the real deal.  lol also i am thinking what i should do about my prob,7
23816,"@CyberSleeper Awww man that does suck big time  But look at it this way, it gives you something to look forward too, a nice long ride",5
23817,@theodorag Yep! It's just quarter til 4 now.  I'm going to try to sleep now that my headache is subsiding. Take it easy Teddy!,1
23818,"@RyanRotten This early in the morning, they probably won't even need much make-up",8
23819,@JohnLauber @RealtyMan no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,4
23820,Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,5
23821,@cheryl_ann_cole @beccixboo i thinks thats right lol... please follow me... much appreciated,4
23822,@TheLonely How lovely,7
23823,just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,12
23824,"@arviena hahaha...come, be a judge, need your brutal honesty",8
23825,In the arts having coffee and cake,5
23826,"@loisheilig I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him.",8
23827,@mccy you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!,12
23828,Digging the ideas behind railsbridge (http://railsbridge.org/),5
23829,WOOOOO!! Twitterberry is working again!! Good morning everyone,5
23830,@stevebiddle I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher,0
23831,off to get ready for school. have an absolute wonderful day!,5
23832,@joonian Press 'Ctrl' on bottom right. It's there.  KY,8
23833,Updating to the latest version of Adium now. What a great app!,8
23834,Birthday Girl ?  blessed to live another year &amp; celebrate with loved ones,9
23835,Happy Star Wars Day,5
23836,"Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness.",8
23837,"A bit early to confirm a trend, but daily site signups are still on the rise",8
23838,Kicking Back In The Holidays  No More School for a whiles,4
23839,"My new design portfolio is finally online: http://www.designia.nl - Still needs some tweaking on the details but it's ok for now,",9
23840,heyya people!,7
23841,@ashhh_x Who Else do you Loveee?,8
23842,Happy Star Wars Day!!! May The 4th Be With You!,5
23843,@rayvenn_nicolee haha..not quite as good a Super Ted!..but good none the less!  haha xx,11
23844,i just dyed my hair,8
23845,@jesseroni thanx,7
23846,@munkeypunx hav a pork scratching,8
23847,Good Morning,8
23848,@mcaulay See you in 10,8
23849,@iaingilmour I queue for cake standing up and with a slight look of deranged anticipation on my face.,6
23850,Thank you all so much! Hopefully everything will be okay  Tons of kisses to all of you ) http://tinyurl.com/dxa8xg,12
23851,@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD,5
23852,#Trackflashback: &quot;I Believe In A Thing Called Love&quot; by The Darkness - check it out...,3
23853,"@happy_pills we have a punching bag here! but ive never touched it, covered with my brother's sweat.. but u can use it if u want! hehe",5
23854,@bhuto given the way kunal khemu etc. starrers turn out..there is a high probability of it being 'shit' rather than 'niche'!,10
23855,it was t4 i think hannah  xx,8
23856,@wyclef that's a good sentence,8
23857,"@FRUITofDOOM Not sure if this is good or bad news for you, but you are listed as staff: http://www.thesixthaxis.com/staff/",12
23858,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,5
23859,guess I'll start getting some of my camping and fishing stuff together for Wed &amp; Thurs trip to Braunig Lake......,8
23860,@JackJohnstone tomorrow night would definitely work,8
23861,@FOOLYWANG I hope so too.  How are you?,8
23862,"@MacQuid You're a fine looking set of neighbours, I must say! Lots of compliments have been showered upon your header graphic too",12
23863,"your saaaaafe with mee(8) fucking epic times again last night  old friends and new friendships, good way to kick off this month!",5
23864,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The Fuck ??",11
23865,yeaaaah tangerang in vacation,5
23866,@RosieCooper We said anyone could &quot;write one&quot;...those special 10 selected are - of course - chosen because they are OUTSTANDING!,7
23867,Love the idea of giving each year a theme. This is the year of new beginnings!,7
23868,Is on her way home bk to civilisation. Got my ipod bak  carnt wait for home x,9
23869,@PhotosbyLee How was your chicken and chips?,8
23870,I lOve this day  No school --&gt; studyin' quietly,7
23871,must start twitting,8
23872,@ibanezShezz i like the optimism,1
23873,"@eugenechua oh, that's good. I might wanna fly there and shoot some photos.",8
23874,@babygirlparis I hope you have fun together and the press don't spoil things.  Take care,7
23875,Had interesting WKND. Sleeping Saturday &amp; Productive Sunday!!,8
23876,"The Disco at the End of the Universe launch date is sorted - 28th May, London  http://www.myspace.com/thedjtheendoftheuniverse",8
23877,@XKirstyxo Basket Case is mine  I miss it.. Going to have to listen a shit load now,10
23878,"@Jayce_Kay planted in the garden last week, ive got to check on it",4
23879,One of my kits has just brought in a mouse &amp; is eating it in the lobby. I'm sure I feed them enough!,12
23880,@Ddubs_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW &amp; looking at THE PICTURE! lol Happy Bday! &lt;3,5
23881,hey twitter! i'm back online!,12
23882,@cheryltiu yup slowly recovering. it sucks that i can't eat the stuff i'm craving right now. my gums can't take it. how was your trip?,11
23883,got live last night at our  vid comin soonnn,8
23884,@RichieSosa I want some....LOL  I got the coffee ha ha,4
23885,Away to the cinema tweet later may the 4th be with you all  x,3
23886,This song is a slap on you face!!  ? http://blip.fm/~5jib6,4
23887,@joonian Press 'Ctrl' on bottom right. The underscore for E71 is there.  KY,3
23888,is working.   I am so happy my job is a radio and not anything physically exhausting....,9
23889,finally Mike0hh's birthday &lt;3 can't wait to fucking ruin it,4
23890,"@calbo i incredily love reading your tweets! they're so entertaining, keep it up.",4
23891,"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",5
23892,exam at 8.,8
23893,@Gulmohar Welcome!,7
23894,off out in a min to buy my new bed,8
23895,Watir in ???????  http://ru.wikipedia.org/wiki/WATIR,11
23896,@IndigoGardens Lol! Joyologist? Love it - much better than the happy freak who can't stop smiling  Enjoy Monday!,7
23897,*shriek* Bee almost flew here from window. I'm not afraid of spiders or zombies in my dreams..But I run when bee is in same room with me.,12
23898,F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,12
23899,starting off my day with a little Northern Light,5
23900,@Brainberry nice one !,8
23901,I have not tweeted for SIXTEEN DAYS! I miss it =( I've been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,7
23902,Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,3
23903,"@michaelmknight oh i wish my dear Michael, i wish",12
23904,@keino sao b?o l?c th? em ;;) m?i xem xong Hostel h?,8
23905,How I met your mother and Scrubs in role! YEAH! &quot;Cause I'm FLY!,5
23906,has one more paper left,12
23907,@XLesseyX hey cup cake,8
23908,@urbalcloud hahaha! i have a secret door to the real batcave,5
23909,"@Mollieandme Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",5
23910,@aplusk oh good luck on the movie,12
23911,"@mmWine Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",9
23912,"Dear Mikey Robins: nah, you've heard it all before",8
23913,Today is a tuff day...g'morning,7
23914,unpacking my new toy arrived in the studio right now  it's called TC Finalizer. can't wait to check how it sounds !!!,5
23915,Good night all  Even though it's morning for most of you lol,7
23916,I am at school ^^ Nothing to do,8
23917,@GintareAuglyte hey  how are you?  x,12
23918,@iHolleeee Okaii Cool!  I Can't Wait For The Series To Begin It's Guna Be Awesome  x,12
23919,@carmenparnos thanks so much for the belated #followfriday shout out #payingitforward,5
23920,@x3f  dude they renamed it to something no one will remember &amp; find even harder 2 joke about. Its a myth  to keep u scared,12
23921,@lyssiecc i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn't the same.... when's your maths test? x,12
23922,"ï¿½ï¿½h. iï¿½m gonna go in the &quot;big&quot; house now, borrow my sis guitar and play and maybe write",8
23923,I'm new on Twitter.....Hi everybody!!! Suggestions for me???,8
23924,lol if i only can sTay up a few more hours.. i keep missing Tila's lasT posTs ..,10
23925,@nsingman i got followed by one that says she doesn't talk to &quot;god people&quot;-i wonder if she talks to &quot;goddess people?&quot;,11
23926,"good morning tweetie world.  have a great day, everyone.",8
23927,"Cleaning out my desk, I've found a betting slip from three months ago, I stuck a tenner on #newcastle getting relegated. In the money",8
23928,"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)",8
23929,@eugenechua Tasmania devils and the mad cold... Not a bad start.,11
23930,"@RachaelPhillips wow!! you really are a pretty talented lady, most impressed",5
23931,@joannaboothby freeeeeeeeeeeeeeeezING nigga im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!,5
23932,@tubbyloo same with drunk guests.. Our jobs are pretty similar sometimes,12
23933,@jonconnelly will add that. It should be hard really to keep track of 500 avatars.,12
23934,i love his nose kisses,7
23935,@chopstock check out the Conchords 'Business Time',8
23936,"Man on Wire every bit as amazing as the publicity and reviews suggest. Very, very strongly recommended (even for vertigo sufferers  )",7
23937,"? @TheRealGinuwine ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",7
23938,@hoganfe i agree,8
23939,? on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal  http://tr.im/kpDX,8
23940,"Going home, see you at night in local time",4
23941,lol @ kalahari.net marketing - &quot;may the 4th be with you&quot;,5
23942,"@lizajbeck You did know, you just couldn't remember!!",8
23943,@ borgellaj  you know what? They're YOUR CATS,5
23944,"Oky So the grandperents just went out cause my Granda is going to drive , he missed it when he was in hostipal",8
23945,"Eating Toast  ~Peanut Butter,,Yum",8
23946,@_Flik_ Good one.   Might think about it for this year's NaNoWriMo competition.,8
23947,Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!,11
23948,i have a feeling today is going to be amazing,5
23949,@andycroll can you repeat what was bad about singapore pools website please?,12
23950,@cnn Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.,12
23951,@MandyyJirouxx red eye huh?   yikes....get back safe   missin ya punk,9
23952,@Twinklybird Ace @ the exams!,1
23953,@varunshridhar Lets leave the nervousness until tomorrow!,9
23954,@EllaPaigeBabe It would be amazing if we could meet us in Germany! I have been to Germany twice.,8
23955,just watching ncis complete first season,8
23956,@Peircy oh you are too kind,7
23957,@JamesMackney awww. rusks are good for tummy aches though :p try fennel or camomile tea  works. or obviously try ...,8
23958,Gonna head into the shower now...  Going to a friend's birthday party =],5
23959,@publicvoid_dk No problem,8
23960,"@scottcmusic I was in row P, but i tried to run down to the front in Corrupted and  i could see you singing away",8
23961,gettin ready for school my new converse come in today!,8
23962,"@GregorBenjamin yeah, nothing like the heat of home.",9
23963,@JamaicaPanama I'm here if ur here for me!,7
23964,@Rcss Me too,8
23965,"$900 cheque to cash tomorrow, why I didn't get it in the bank I have no idea. Feel safe to get the 500D now though  woooo",12
23966,@ChontelleBourke I will try. But I don't care what my mum says,8
